question,retreived chunk,context,answer,source
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"a Customer Happiness Center. 7 Print the ad design, including the MOHAP approval and the start and expiry dates of the license. Conditions & Requirements Renewal applications should be submitted at least 3 working days before the expiry of the original licence. If any changes, additions or replacement of documents are required upon renewal, the application must be submitted on a new form. One account must be opened for each healthcare institution that holds a license from one of the licensing authorities to practice in the healthcare professions in the UAE. One account must be opened under the name of each pharmaceutical group upon registration, subject to their registration as a group with the healthcare licensing authority (with a list of all pharmacies affiliated within the group, stating the pharmacies' names, the start and end dates of the license, and contact details of each pharmacy.) One account must be opened for each commercial organisation licensed by one of the economic",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"it is only granted in order to complete the procedures required to obtain the license. FAQ’s How can I get a letter of No objection/ to whom it may concern, to process transactions with other government entities? You can visit the Customer Happiness Center in the Medical District where the facility is located Service completion duration Approval of the application: 1 working day Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees License Application Fees: AED 100 Initial Inspection Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Verifying Site Plan Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED2,000 General Clinic/Specialist Clinic/Medical",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Apply for initial license approval and pay the application fee. 7 Obtain the license requirements from relevant government entities, such as Civil Defense. 8 Apply for licensing of the medical staff (doctors, technicians, nurses). 9 Apply for final inspection. 10 Once the final inspection is approved, pay the final licensing fee and submit the remaining documents. 11 License will be issued electronically and sent via email. It can also be downloaded via the website. Conditions & Requirements The following documents are required to be attached to the owner's page: A copy of the owner's passport A copy of the owner’s family book A copy of Emirates ID Recent passport-size photos with white background A character reference (document available in Customer Happiness Centers) must be completed by the",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"issue licenses for technicians working in the following jobs: production manager / quality assurance manager / quality control manager. Note: Pharmacists' license may be replaced by a biomedical engineer license if the manufacturing facility is limited to medical equipment production only. To obtain the final approval, the following documents must be submitted: After submitting all documents, the manufacturing facility becomes eligible for the final inspection. After final inspection by the inspection team and submission of documents, the final license is issued to the facility.",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"and if it meets all the requirements, the application will be approved and sent to the facility for online fee payment. 5 The customer (facility) must pay the fee through the website, after which the application will be automatically transferred to the Ministry of Health and Prevention. 6 The officer concerned will conduct the final review of the application with fee payment and accept the application. If the conditions are met, the initial license, renewal, cancellation, or change of title will be approved. 7 If the application requires a final license (issuance of a new license, re-licensing or transfer of a license), the customer (facility) must submit the required documents to the Ministry of Health and Prevention. 8 The employee concerned will approve the application, provided all the conditions are met, and issue the final license. Conditions & Requirements A valid assessment certificate, updated as per the Health Professional Licensing Requirements (PQR). Service completion",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"issue licenses for technicians working in the following jobs: production manager / quality assurance manager / quality control manager. Note: Pharmacists' license may be replaced by a biomedical engineer license if the manufacturing facility is limited to medical equipment production only. To obtain the final approval, the following documents must be submitted: After submitting all documents, the manufacturing facility becomes eligible for the final inspection. After final inspection by the inspection team and submission of documents, the final license is issued to the facility.",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"3 Submit an application for initial inspection. 4 Once the initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Proceed with obtaining license requirements from different government departments, such as Civil Defense. 7 Apply for licensing of medical staff (doctors, technicians, nurses). 8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Apply for initial license approval and pay the application fee. 7 Obtain the license requirements from relevant government entities, such as Civil Defense. 8 Apply for licensing of the medical staff (doctors, technicians, nurses). 9 Apply for final inspection. 10 Once the final inspection is approved, pay the final licensing fee and submit the remaining documents. 11 License will be issued electronically and sent via email. It can also be downloaded via the website. Conditions & Requirements The following documents are required to be attached to the owner's page: A copy of the owner's passport A copy of the owner’s family book A copy of Emirates ID Recent passport-size photos with white background A character reference (document available in Customer Happiness Centers) must be completed by the",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"approval of inspection: An application letter from the owner requesting the license of the medical facility A letter addressed 'To whomsoever it may concern' The plan of the facility Photos of the site Statement of the total number of students, including gender and school stage, and the capacity of the facility (in the case of school and nursery clinics) Initial approval of the license: The facility's plan with initial approval from MOHAP engineers License of the Department of Economic Development Application letter of the facility Security clearance of owner Proof of owner's qualifications Final approval of inspection: The facility's plan with initial approval of MOHAP engineers The facility's plan with final approval of MOHAP engineers Final approval of the license: External billboard of the facility Medical waste agreement List of medical equipment Services price list License of radiation protection (issued by the Federal Authority for Nuclear Regulation) Trade license issued by",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"it is only granted in order to complete the procedures required to obtain the license. FAQ’s How can I get a letter of No objection/ to whom it may concern, to process transactions with other government entities? You can visit the Customer Happiness Center in the Medical District where the facility is located Service completion duration Approval of the application: 1 working day Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees License Application Fees: AED 100 Initial Inspection Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Verifying Site Plan Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED2,000 General Clinic/Specialist Clinic/Medical",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration 30 working days Service fees Free Service channels Service Centers Service locations Customer Happiness Center, Ministry of Health and Prevention office, Dubai, Muhaisnah 2 from Sunday to Thursday (7:00 am - 15:30 pm) Medical areas related to MOHAP in Sharjah and the northern emirates: from Sunday to Thursday (7:30 am to 14:30 pm) Payment channels E- Payment Target audience Companies and investors in the health, health products and pharmaceutical sectors Resources Appeal Against Medical Licensing Committee Decisions Department name Empowerment & Health Compliance Sector name Health Regulation Main service Control and Inspection Service Code 110-07-006-006 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Required Documents A letter of appeal addressed to the Minister of Health and Prevention, and no other agent",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"Appeal Against Medical Licensing Committee Decisions Start Service Bookmark service Service completion duration 30 working days View more Service fees Free About the Service This service enables the owners of medical and pharmaceutical establishments, and members of their medical and technical teams, to appeal the decisions of the Medical Licensing Committee. Service Process 1 An appeal against the decision of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and Prevention. 2 The appeal will then be transferred to the Public Health Policy and Licensing Sector (Health Governance Section). 3 The relevant documents will be submitted to the Grievance Committee. 4 A letter of response to the appeal will be sent after it has been studied by the Grievance Committee. Conditions & Requirements Appeals may be lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,Practitioners and Medical Professionals - PDF 376KB Department name Licensing and Accreditation Sector name Health Regulation Main service Licensing of medical professions Service Code 110-40-008-038 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Number of Users 211 Number of Transactions 74 Notes None Required Documents Letter requesting the change in the title submitted by the facility Copy of business card Copy of assessment certificate,This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"to a Healthcare Event - PDF 370KB Department name Licensing and Accreditation Sector name Health Regulation Main service Healthcare Advertisement Licencing Service Code 110-05-030-030 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Notes None Required Documents The e-system allows the use of the original approved application, under a new number, with the required documents attached",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"name Licensing and Accreditation Sector name Health Regulation Main service Healthcare Advertisement Licencing Service Code 110-05-031-031 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Notes   None  Required Documents The e-system allows the use of the original approved application, under a new number, with the required documents attached",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license application: 1 working day - Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to 10 working days Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees Application fee: AED 100 Initial inspection fee: Hospital, convalescent home, fertility center, emergency center, home medical center: AED 2,000 General clinic, specialist clinic, medical center, medical diagnosis center, rehabilitation center: AED 1,000 Verifying site plan fee: Hospital, convalescent home, fertility center, emergency center, home medical center: AED 2,000 General clinic, specialist clinic, medical center, medical diagnosis center, rehabilitation center: AED 1,000 Re-verifying architectural site",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"Submit an application for initial inspection and pay the fee. 4 Once the initial inspection is approved, the initial licensing approval and a no objection certificate will be issued for government entities (such as economic departments and municipalities). 5 Proceed with finalizing the requirements and licenses from other government departments, such as Civil Defense. 6 Apply for licensing of medical staff (doctors, technicians, nurses). 7 Once all the requirements are met, pay the fee, apply for final approval, and attach the required documents. 8 Once approved, the license will be issued through the e-system and sent via email. It can also be downloaded from the website. Conditions & Requirements To apply for this service, the facility's license must be cancelled. Service completion duration Approval of the license application: 5 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to 10 working days Final licensing: 5 working days Service fees",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"3 Submit an application for initial inspection. 4 Once the initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Proceed with obtaining license requirements from different government departments, such as Civil Defense. 7 Apply for licensing of medical staff (doctors, technicians, nurses). 8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"of medical facilities may only be done after obtaining the final approval of the site plan from MOHAP engineers. Service completion duration Approval of the application: 1 working day Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees Application fee for transferring the location of a facility: AED 100 Service fees for transferring the location of a facility: AED 100 Initial Inspection fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Verifying site plan fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Re-verifying geographical site",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"of the facility plan: 5 to 7 working days Final inspection: 7 to 10 working days Final licensing: 5 working days Service fees Application fee: AED 100 Initial inspection fee: Hospital, convalescent home, fertility center, emergency center, home medical center: AED 2000 General clinic, specialist clinic, medical center, medical diagnosis center, rehabilitation center: AED 1000 Final License fees: General clinic, rehabilitation center, home health center: AED 5,000 Specialist clinic, medical diagnosis center, emergency center: AED 6,000 Multi-specialty clinic: AED 12000 to AED 18000 maximum Fertility center, convalescent home, one-day surgeries hospital: AED 20000 Hospital (1 to 50 beds): AED 20000 Hospital (50 to 100 beds): AED 30000 Hospital (100+ beds): AED 40000 Service channels MOHAP Website: www.mohap.gov.ae MOHAP Smart App Email: info@mohap.gov.ae Service locations MOHAP Website: www.mohap.gov.ae   MOHAP Smart App Email: info@mohap.gov.ae  Support Email: info@mohap.gov.ae Call",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which exact document must include the names of all licensed doctors and technicians within a healthcare facility when applying for a visiting doctor license?,"requirements, it will be approved and sent to the facility for online fee payment. 5 The customer (facility) must pay the fee through the website, after which the application will be automatically transferred to the Ministry of Health and Prevention. 6 The officer concerned will conduct the final review of the application with fee payment and accept the application. If the conditions are met, the initial license, renewal, cancellation, or change of title will be approved. 7 If the application requires a final license (issuance of a new license, re-licensing or transfer of a license), the customer (facility) must submit the required documents to the Ministry of Health and Prevention. 8 The employee concerned will approve the application, provided all the conditions are met, and issue the final license. Conditions & Requirements Visiting doctors may work in no more than two entities. Service completion duration 5 working days Service fees Application fees: AED 100 License for visiting",This is required when applying for the service allowing a visiting doctor to practice at a private healthcare facility.,A list of licensed doctors and technicians in the facility must be included when applying for a visiting doctor license.,https://mohap.gov.ae/en/services/licensing-of-a-visiting-doctor-from-the-uae
